"Sample","C3AR1","CD177","CD177.1","ITGAM","ITGAM.1","ITGAM.2","FCGR1A","FCGR1A.1","ARG1","FCGR1A.2","FCGR1A.3","Label"
"GSM1602802",8.902159183,8.36221865,10.67631562,8.745769116,10.25094067,7.73210426,10.24825995,6.250842138,8.521195571,3.40730019,3.182506744,"Sepsis"
"GSM1602803",8.832898721,9.421954117,9.980230311,8.562982655,10.08593419,7.295228849,9.792877388,5.67306519,9.501580736,3.783478164,2.916157034,"Sepsis"
"GSM1602805",9.920050696,8.166611799,9.290451395,8.211699804,9.873170791,7.435869263,9.729733411,5.896796092,9.018000135,3.650627891,2.959885038,"Sepsis"
"GSM1602807",6.358468554,2.021677375,1.427663567,7.430588926,9.193750407,5.733466333,6.402958933,2.42418489,3.343949486,2.458323623,2.2102376,"healthy"
"GSM1602809",7.050826524,1.864601747,1.475226991,6.496094759,8.6725909,5.457058212,7.628109241,3.121396568,2.428251051,2.667414115,2.366776332,"healthy"
"GSM1602810",8.756043585,5.359159846,7.909037629,7.151716287,9.152033113,5.910131744,9.045953394,5.122447997,5.805549488,2.719465543,2.338826404,"Sepsis"
"GSM1602811",8.753944007,9.474989748,10.23930918,8.873203781,10.35350098,7.679006976,11.37981946,7.870532006,8.321262176,2.622495951,3.612353174,"Sepsis"
"GSM1602812",8.128001514,7.938334024,9.896614338,8.403394258,10.04716751,6.729784959,9.23532327,5.647521629,10.04437381,3.099182574,3.090823796,"Sepsis"
"GSM1602813",7.755680669,6.832969063,7.444676782,6.976746258,8.566519532,5.898588637,9.023587044,4.255863423,9.486352893,2.941021958,2.672839625,"Sepsis"
"GSM1602815",9.578419672,8.823796844,9.42259229,8.331360699,9.991885308,7.327762323,9.735973547,5.0148011,9.110931369,3.276171847,2.890705277,"Sepsis"
"GSM1602816",9.561137945,6.518584245,8.216910843,7.051602977,9.21571438,6.725078156,8.63252426,4.250283831,8.454404023,2.829822434,2.498459499,"Sepsis"
"GSM1602818",8.56471953,8.514840966,9.726588947,7.091552956,9.02210131,6.227639693,8.060410853,3.409518777,9.582343501,2.845052191,2.293007933,"Sepsis"
"GSM1602819",8.985193758,8.259074208,9.623250904,8.558461609,10.38395445,7.507298906,10.67696932,6.900547276,9.78983711,3.18919437,3.692096072,"Sepsis"
"GSM1602820",8.719470846,6.729314106,7.410737506,7.937526746,9.479419313,6.928153608,9.329161822,3.852282117,6.774315085,2.608956028,2.697018724,"Sepsis"
"GSM1602823",9.670681896,9.364970016,10.50929559,8.270608547,9.725213235,7.687454329,9.287373228,3.946952104,8.893827086,2.584766532,2.541542891,"Sepsis"
"GSM1602824",8.73249528,6.886434073,8.632330275,8.314459196,9.716891952,6.746793634,8.163410167,3.510812524,9.280186749,2.505817072,2.733768809,"Sepsis"
"GSM1602825",9.769352143,5.583221088,7.574284977,8.029287942,9.660215495,6.61434155,8.22305921,3.099558083,9.440539132,2.318908077,2.437888612,"Sepsis"
"GSM1602826",7.992009488,10.51920734,11.28826526,8.914772732,10.40186496,7.933200339,9.880287414,5.45478675,9.769802959,2.898598349,2.719901187,"Sepsis"
"GSM1602827",9.528019416,6.008782742,7.335954342,8.051629709,9.55943871,6.307100175,8.829670551,4.071888297,8.450917495,2.545073016,2.96604415,"Sepsis"
"GSM1602829",8.9334233,9.370624733,10.89116651,8.978213901,10.54119703,7.577025199,10.15706083,6.328460305,9.34288687,3.903882355,4.143936345,"Sepsis"
"GSM1602830",6.490936111,7.291273271,8.274762563,8.663970352,10.30627728,7.411757661,9.932327412,6.048309501,8.964991833,2.825674201,3.249576384,"Sepsis"
"GSM1602831",9.024695657,9.180268402,10.73863755,9.167764882,10.69542287,8.111245992,9.987498998,5.846656186,9.261494063,3.118166377,2.656309844,"Sepsis"
"GSM1602832",6.999026264,4.91097197,7.50200333,7.67278903,9.418328652,6.426004688,9.221098251,5.97372201,8.165774281,2.8569326,3.131902548,"Sepsis"
"GSM1602833",8.4484509,6.427882716,7.534603639,5.948973166,8.27415793,5.187939907,8.395702473,2.608133963,7.601708192,2.586679915,2.337482841,"Sepsis"
"GSM1602834",8.901384871,9.216412627,10.4438326,8.971178395,10.33255874,7.874137969,9.323451216,5.148231717,10.18199113,2.475134132,2.835663861,"Sepsis"
"GSM1602836",9.869799094,5.586087619,5.405288736,7.622344377,9.407572944,6.348852026,10.25186232,6.311610506,6.514190733,3.959044964,3.050946423,"Sepsis"
"GSM1602837",9.298104163,5.426176409,7.507845348,9.28550298,10.74311034,7.764316646,10.32697662,5.896790956,9.73994467,3.350292946,2.716899706,"Sepsis"
"GSM1602838",9.641229439,5.810724404,7.002744347,7.671907453,9.664876215,7.075439153,9.385862524,5.199307734,8.425305668,3.001824608,2.957534731,"Sepsis"
"GSM1602839",8.763513004,9.602892442,11.2184608,8.524563577,10.11623084,7.228690695,9.131402785,4.789069,10.98870183,3.315091713,2.666036035,"Sepsis"
"GSM1602840",5.888924724,9.864575289,11.15637333,8.522660402,10.22775771,7.336034628,10.52341698,6.981248117,8.463662464,3.711170663,3.093970108,"Sepsis"
"GSM1602841",9.06547213,6.796113107,8.067802231,8.59009375,10.01549604,7.2119984,9.409795178,5.777642815,8.240240301,3.156929999,2.695915856,"Sepsis"
"GSM1602842",9.717555464,9.283002605,9.830436121,8.759403551,10.32019434,7.453503151,9.311146191,5.105953852,9.685565749,2.855322545,2.699880744,"Sepsis"
"GSM1602843",8.520653264,4.407728018,5.272793062,7.399354363,9.238739877,6.395198581,9.358638683,4.720304605,8.277060658,2.704213128,2.544941599,"Sepsis"
"GSM1602844",9.207827342,6.852113056,9.11026496,8.43512551,10.22437727,7.563450234,9.174741528,5.807798833,11.23395668,3.262944985,3.530146495,"Sepsis"
"GSM1602845",6.018687885,9.79211066,10.58062745,8.297631206,10.13858813,6.775206409,9.875284041,6.028315912,8.839374299,3.449638955,2.539365799,"Sepsis"
"GSM1602846",9.241910064,8.231012447,8.542485474,7.868658383,9.735804655,6.491333289,8.273836368,3.380867948,6.909867113,2.465899594,2.469444917,"Sepsis"
"GSM1602847",9.416325478,8.988062566,10.02411749,8.49007513,10.15242446,6.895198462,9.024393809,3.770340748,8.965189743,2.531787556,2.712052121,"Sepsis"
"GSM1602848",9.449289962,4.544677514,6.714890289,7.783149027,9.362115145,6.549692209,9.208754188,5.794472865,8.248759098,2.821487504,3.134530953,"Sepsis"
"GSM1602849",9.706756396,6.723096951,8.570170993,7.734002463,9.658542548,6.455756555,9.230671834,5.061248372,7.720860099,2.650896688,2.924792034,"Sepsis"
"GSM1602850",9.413390536,9.506180749,10.44254579,8.808557406,10.52004952,7.954134914,9.855244642,5.938278384,9.298321401,3.813911112,2.963418635,"Sepsis"
"GSM1602851",7.807738549,7.631473281,8.62606267,6.180893105,8.664012674,6.299293115,9.730850463,4.86818254,5.256364463,2.434627368,2.573378431,"Sepsis"
"GSM1602852",8.511204985,7.552183467,7.931513959,8.204781506,10.07308194,6.979817334,9.250035389,4.338407322,9.17644504,3.104648131,2.814764252,"Sepsis"
"GSM1602853",10.10316175,7.686156219,8.983573652,8.780336033,10.29800298,7.655167187,8.513833502,4.288413426,8.91811571,2.52998295,2.790343608,"Sepsis"
"GSM1602855",10.20591141,9.326793811,9.911891893,8.525415065,10.01338607,7.059144762,10.66157232,6.545025674,8.599444418,3.735148022,4.353149621,"Sepsis"
"GSM1602856",9.666050639,6.1028148,7.404502531,8.444946999,10.0371226,7.52798002,7.523270972,2.705429568,7.764795104,2.639140163,2.489721803,"Sepsis"
"GSM1602857",8.034733378,2.756811653,2.564476584,7.08091456,8.948505537,5.492325359,7.552335195,2.882998346,8.613293721,2.488381006,2.128404577,"Sepsis"
"GSM1602858",8.123760393,10.19786546,11.1864431,9.113806419,10.54602875,7.956349947,10.79868557,6.164104601,9.798084995,3.141983327,2.834518049,"Sepsis"
"GSM1602859",9.982049932,9.127522811,10.06580916,8.8217497,10.39250875,7.07406216,7.878906721,3.087801257,10.56852511,2.406391904,2.179469014,"Sepsis"
"GSM1602860",6.930350247,8.015807217,9.585292454,8.375666418,9.885157786,7.18570685,10.33596337,5.808360207,7.061168256,3.202873021,3.122038611,"Sepsis"
"GSM1602861",9.285051471,8.507459323,9.753814897,8.860887442,10.21550199,7.471474964,10.1672629,6.316468164,9.83877279,4.16072918,3.600739797,"Sepsis"
"GSM1602862",6.882332958,2.705782236,1.59438135,6.929155758,8.953383115,5.305328654,5.030079266,2.219424896,2.701684822,2.012090921,2.331464326,"healthy"
"GSM1602863",10.31373509,9.748184384,10.77611196,8.916647956,10.63641091,7.85070948,9.392534773,4.698540447,9.322153121,3.065021876,3.377184018,"Sepsis"
"GSM1602864",7.944586723,2.375603173,2.218221565,6.813049624,9.008743607,5.379736314,5.315134347,2.257478256,2.394254703,2.12082496,2.354272926,"healthy"
"GSM1602866",8.85318705,4.583959055,6.355763319,7.820436319,9.544599568,6.607138529,9.808110218,6.205120836,9.136991306,3.102689201,3.060550792,"Sepsis"
"GSM1602868",11.10452111,5.922534932,7.86347466,7.292326622,9.232537728,6.440633293,10.9484776,7.274806449,9.11810042,4.236065647,2.816372474,"Sepsis"
"GSM1602869",7.711781256,10.03360448,11.25719698,8.939231375,10.33880335,7.552069327,9.1180418,4.704815307,10.21848475,2.688089917,2.702391645,"Sepsis"
"GSM1602870",7.355769987,2.366150468,1.264276032,6.682599991,8.62619934,5.483315475,6.887120126,2.623973919,2.06421477,2.557570507,2.142339721,"healthy"
"GSM1602871",6.759840268,2.804753797,1.882837372,6.282129875,8.360004281,5.493712097,7.252787362,2.610605002,2.290726233,2.551941846,2.329006044,"healthy"
"GSM1602872",7.624739843,2.280375512,1.056067547,6.295595603,8.315749042,5.339251468,8.042123953,3.761085801,4.355236172,2.462581967,2.566006019,"healthy"
"GSM1602873",8.778378446,6.725196879,9.099216302,8.124405172,9.737090172,7.230546889,9.796029146,5.901081038,9.558159347,3.052167079,3.118812972,"Sepsis"
"GSM1602874",6.231050027,2.017591458,1.162989051,6.471778332,8.550168736,5.342230056,5.495963572,2.539950801,2.931802287,2.471240545,2.310455918,"healthy"
"GSM1602875",6.958093519,1.766524606,1.994011677,6.557323819,8.650046495,5.387566895,6.189913057,2.504468046,3.740185501,2.680776814,1.95652156,"healthy"
"GSM1602876",6.264729029,2.345612078,1.319206415,6.861313419,9.012677753,5.446059867,4.485567282,2.284959532,2.742152206,2.312879768,1.502349325,"healthy"
"GSM1602878",9.678509586,8.639540311,10.08590689,8.942291268,10.34883165,7.545634419,8.800381106,4.111626313,9.265881014,2.307912097,2.559049501,"Sepsis"
"GSM1602879",8.548892037,9.771522689,10.07179352,8.160066479,10.05338323,7.361117242,9.5300697,5.119194957,8.423306061,2.703429857,2.936557627,"Sepsis"
"GSM1602880",9.586690763,5.643087277,7.115005644,7.034116578,9.079590876,5.868949037,8.8530179,4.602698996,8.456211066,2.376395052,2.524551489,"Sepsis"
"GSM1602881",9.546330495,7.084770517,7.324914457,8.295386317,9.882545347,7.168933621,8.644477864,3.853632275,7.578457882,2.398181985,2.469680901,"Sepsis"
"GSM1602882",9.264291821,8.590279447,8.985784932,9.018526144,10.33763232,7.826783303,8.930949392,4.367227099,7.951986941,2.939949877,2.582187291,"Sepsis"
"GSM1602883",9.492097221,10.62789726,11.58382341,8.742854842,10.34023242,7.939867921,10.18497603,6.306746197,10.40557869,2.743674538,2.999713446,"Sepsis"
"GSM1602884",7.070357201,2.479240384,1.432747758,6.52797773,8.673974259,5.389076885,5.766447678,2.369803482,1.630099181,2.040835685,1.89352921,"healthy"
"GSM1602885",9.085855014,9.702126642,10.55153362,9.225965485,10.62971743,8.07613099,9.026688634,4.833996768,10.59469635,3.059507137,2.696135681,"Sepsis"
"GSM1602886",8.783730677,4.241945343,5.227192764,8.287534452,10.07024848,7.245998307,8.687831452,4.467394301,7.877263658,2.609054326,2.401277252,"Sepsis"
"GSM1602888",8.137653337,8.004597857,8.989172912,7.519948946,9.980391075,6.954244777,9.049590499,5.149821899,8.142315171,3.042923406,2.623038224,"Sepsis"
"GSM1602889",7.131784911,9.654698747,9.913766106,8.998226657,10.66906992,7.40445616,10.30361875,6.498275897,10.6010988,3.191058708,2.961950659,"Sepsis"
"GSM1602891",6.446468793,2.899838238,2.845747382,6.48263861,8.511709777,5.316899902,7.704217475,3.28826631,4.428983253,2.556621113,2.378801443,"healthy"
"GSM1602892",7.661975885,2.136915003,2.124201407,6.546019706,8.293180046,4.810049879,7.387875345,3.42557674,2.886337355,2.52386979,2.509484589,"healthy"
"GSM1602893",7.557134188,3.043466275,3.394925451,6.488363406,8.505363936,5.749321259,6.530317154,2.448230075,4.783689551,2.303637387,2.461317539,"healthy"
"GSM1602894",6.950875409,2.313715537,2.239573533,6.177642718,8.302371926,4.933353678,7.331345462,3.024586985,2.48356418,2.427633257,2.014477646,"healthy"
"GSM1602895",7.121129591,2.358213879,1.458320309,6.840456348,8.706332554,5.854422758,7.387532006,2.912021592,3.161611078,2.282835304,2.562681517,"healthy"
"GSM1602896",6.592402717,2.321379712,1.941665925,6.291738483,8.628520807,5.520350026,6.145236332,2.041928705,2.359241507,2.476789479,2.306466333,"healthy"
"GSM1602897",6.035087516,2.749236286,1.536965641,6.706555334,8.682804633,5.198720175,7.367506031,3.022941359,1.931501454,2.484668544,2.396393889,"healthy"
"GSM1602898",7.3885998,2.931527128,1.795625505,6.945664989,8.725430694,6.17658601,7.774372458,3.438212082,4.942900228,2.510395446,2.390425789,"healthy"
"GSM1602899",7.453195988,2.830260818,3.162104728,7.20504389,9.159825158,5.469863692,7.338730499,3.368578821,3.031429095,2.338697993,1.975620808,"healthy"
"GSM1602900",6.298891661,2.802004111,2.447891607,6.934464389,9.04679737,5.894014078,6.756209352,2.824914312,4.899274294,2.429119128,2.61274897,"healthy"
"GSM1602901",7.642930976,2.144511495,1.57854294,7.228375813,8.914483294,5.58719755,6.885487123,2.625141308,1.579956951,1.995225995,1.974376176,"healthy"
"GSM1602902",8.577397997,9.984378879,11.058638,8.998415422,10.53376353,7.883347532,9.418376279,5.180273777,10.84334299,2.732579702,2.885487372,"Sepsis"
"GSM1602903",8.591099167,8.255420711,9.420787732,7.282436446,8.869728524,5.747817509,9.675379488,5.297045752,8.911368165,2.686619735,2.592729959,"Sepsis"
"GSM1602906",8.805845257,6.684157183,5.971135051,7.712812255,9.579078489,6.641892002,7.065593203,3.147590231,10.01565242,2.117329811,2.644255277,"Sepsis"
"GSM1602907",8.729019599,2.978548514,3.026523119,8.220622062,9.873771489,6.723506815,10.32241225,6.27566094,6.100893282,2.793016241,3.465520759,"Sepsis"
"GSM1602908",8.847145433,8.478424296,9.543795812,7.781950228,9.339808512,6.542379799,6.577156851,2.298627419,9.85265916,2.290395661,2.309054102,"Sepsis"
"GSM1602909",6.73846672,2.782073911,2.048818825,6.03917088,8.171996782,5.482226024,5.321095823,2.436928656,2.715625233,1.70987855,2.392787157,"healthy"
"GSM1602910",6.807086038,2.732847034,1.7347102,6.47816167,8.304931995,5.456498778,6.636030021,2.403082012,3.151047308,1.904246488,2.413973484,"healthy"
"GSM1602911",7.547978539,2.244848418,2.242136002,7.185542246,9.133300565,5.552487785,7.386943717,2.649789358,3.830562754,2.403780534,2.536705085,"healthy"
"GSM1602912",9.364903282,9.201413709,9.25239707,7.893687975,9.70505444,6.720053171,8.908962542,4.692507243,9.180604636,2.6019624,2.395249207,"Sepsis"
"GSM1602913",7.770970992,2.642690687,1.696330891,5.870419976,7.914670052,4.623321651,7.648554655,3.002403612,2.166677991,2.501700397,2.3108884,"healthy"
"GSM1602914",6.630436526,2.749373396,1.767439542,7.143782047,8.952039941,5.915027922,5.40044319,2.384126594,2.318722692,1.757943484,2.252735687,"healthy"
"GSM1602915",7.016332359,2.511949711,1.836902469,6.669417439,8.743489067,4.91714905,6.21661277,2.557614778,2.362607522,2.523320136,2.26170065,"healthy"
"GSM1602916",6.820879372,2.401550199,1.846984917,6.637157284,8.643515309,5.206405627,7.439622739,3.125917168,2.939934015,2.355174447,2.144070983,"healthy"
"GSM1602917",5.867629546,3.113586359,3.628617196,7.69258782,9.464912841,6.313212755,8.28244251,3.932845748,4.481900815,2.473619208,2.465588411,"healthy"
"GSM1602920",6.89543543,2.138161434,2.015480325,6.906018266,8.660574765,5.732702038,6.14744446,2.505257622,3.445493349,1.970771803,1.991583557,"healthy"
"GSM1602921",8.018320261,5.934064846,6.700882146,7.955739649,9.464845121,6.908984252,10.35207671,6.650017083,7.261759847,3.095681945,3.21415568,"Sepsis"
"GSM1602922",8.808446318,7.498217388,9.644214878,8.771369519,10.2695311,7.271750803,8.678293422,5.705749374,10.33927798,3.454481507,3.27376594,"Sepsis"
"GSM1602923",9.554299588,9.935247123,10.64571712,7.567552193,9.540037838,6.83145158,8.74309077,2.837989706,10.03515226,2.32687661,2.267810502,"Sepsis"
"GSM1602924",8.964528731,8.517818621,9.260396051,8.87669891,10.31363462,7.33301356,9.91329643,5.60963445,9.753955565,3.878231788,3.385060736,"Sepsis"
"GSM1602925",9.520902436,9.134911683,9.441568616,8.839702147,10.36909604,7.533161301,10.97001555,6.765643139,9.194276909,3.703249932,4.318721468,"Sepsis"
"GSM1602927",9.813583304,7.232330324,8.844532437,8.57077944,10.31990283,7.531603663,11.50016589,7.426179852,9.718853078,3.538564773,3.840233146,"Sepsis"
"GSM1602928",9.814133345,9.341170791,10.68719653,8.810581183,10.1476032,7.436908548,10.43088248,6.80798527,9.082532897,2.989649912,3.41392773,"Sepsis"
"GSM1602929",9.082936734,9.443634865,10.70341334,8.480698866,9.934398243,7.292139266,8.946711962,4.806565147,9.920316674,3.218686189,2.593057358,"Sepsis"
"GSM1602930",9.453057373,4.99348406,6.897116336,8.029832758,9.517974216,6.682277114,9.798829989,5.745959857,8.184604781,3.055278641,2.922254962,"Sepsis"
"GSM1602931",8.690751407,5.745874994,8.062871254,6.829260235,8.718931861,5.590926894,9.595124086,5.291246475,7.313313929,3.611947708,3.335070384,"Sepsis"
"GSM1602932",7.38736285,9.599215703,10.84802155,8.755822461,10.27394501,7.472707309,10.92226847,7.387231979,9.948440576,3.257095933,3.153793248,"Sepsis"
"GSM1602933",8.040243855,7.763474807,8.585163256,8.123512978,9.909194333,7.037173969,8.489116524,3.667430927,9.753467154,2.628543762,2.468193483,"Sepsis"
"GSM1602934",7.784220418,9.791838371,10.74206307,8.566597169,10.11306645,7.032016461,9.746958586,5.682518258,9.679924877,3.149496542,3.173266904,"Sepsis"
"GSM1602935",8.046654349,3.301142496,3.804776875,6.956828289,8.781454153,5.762904934,8.781563833,4.232348968,7.728975792,2.515675058,2.819621036,"Sepsis"
"GSM1602936",8.956337215,8.659145052,10.16735105,9.257539125,10.70941056,7.531919075,9.649665489,5.742520587,9.919603122,2.770627455,3.249954105,"Sepsis"
"GSM1602937",9.285230693,6.804212587,8.081303959,7.625612522,9.459001952,6.723895884,9.977104657,6.147419942,6.683541472,3.619496226,3.289422155,"Sepsis"
