"Sample","ITGAM","IL10","SOCS3","S100A9","C3AR1","MMP8","CD177","S100A8","S100A12","MAPK14","IL1R2","CD177.1","ARG1","ARG1.1","GATA3","S100A12.1","Label"
"GSM3816544",13.1692120655353,8.86593806202546,12.1280923010614,17.1207911304478,11.1180668152958,12.794205770888,16.9573478242884,18.1495809068178,17.9216564109178,11.6589186277259,15.0335144718315,11.8078904824269,14.0470462064706,13.2798463362722,7.30476116459772,17.5049628044254,"septic shock"
"GSM3816545",12.7480517831428,7.55985769019903,11.6778220887703,17.5049628044254,11.9179359341837,11.3190801465254,15.6664192673543,18.3067041262992,17.7272966446493,11.5254414737183,14.519366828753,10.0856770023549,13.5907177637509,13.0738008229433,7.35219706883049,17.3273581615761,"septic shock"
"GSM3816547",12.097091419003,7.66934835819591,11.5393192411432,17.0197417002335,11.1958404482329,9.02397473168984,15.0954705760147,18.6076419152064,18.0138139426404,10.8310813751026,13.4966838159522,10.0515471792186,13.5853613558326,12.926671326283,7.25096666635026,17.8039808893842,"septic shock"
"GSM3816548",11.4504351295332,7.08700248942586,9.60933701980519,17.380594815043,10.9780495720082,8.52805871111361,12.4509539382645,18.6076419152064,17.6101450267585,9.77479705451769,10.3611144036122,7.41909366206767,13.3276356349125,12.1706658151705,7.54341088346756,16.6309976739916,"septic shock"
"GSM3816550",11.7622912881549,7.24237557358014,10.8043520909416,17.4208131466152,11.4913715185456,8.6239372785978,11.7331803512178,18.0500108735279,17.6338537008176,10.4186557114529,11.0657778205296,7.37117803670094,12.5992898477804,11.7545546836276,7.36110805330132,17.1347059366668,"septic shock"
"GSM3816551",12.9651016661543,7.45255251333369,12.2310440996435,17.2917310562135,13.619383396256,8.43239164799298,14.9858069956621,18.6895942273387,17.9828659071375,11.6184860332513,15.9078219778833,9.52053475115422,14.2909007534342,13.7432304263072,7.02588819209112,17.5462049186778,"septic shock"
"GSM3816554",13.7071622361324,8.63346771043715,12.5011666085846,17.4623712985729,11.9578842169017,11.5215369653193,17.2420655684169,18.1495809068178,17.9828659071375,11.5386213407404,14.6774007764143,12.5474088439422,13.7832070981349,12.7652020506568,7.16447411805661,17.7272966446493,"septic shock"
"GSM3816555",11.6861596699456,7.02163568950044,8.95699811898882,17.5049628044254,11.0885910992525,10.0011613156125,14.0429453952547,18.6895942273387,17.9525135083922,10.1652595733429,13.0817489932139,8.32307962825196,13.9229567157608,12.9598614432315,7.02498945336679,17.3641230955474,"septic shock"
"GSM3816556",12.5490464340707,7.54322543812952,11.7375551959811,16.9573478242884,11.5880728327358,7.66031156742898,15.2311012238963,18.4408690765849,17.9525135083922,10.3735811740357,11.2661782342078,8.64271354474131,9.42649681725137,9.07035777866362,7.51352277445047,17.4208131466152,"septic shock"
"GSM3816557",12.5280142665003,8.52091835528738,11.8844602788766,16.8778362846964,10.3221126533134,11.3522717494599,16.2586523306695,18.6895942273387,18.0138139426404,10.7494248275669,14.244441634629,10.4019524238851,14.0167697529152,13.3259787310784,7.14421020621634,17.8039808893842,"septic shock"
"GSM3816560",12.4064773690676,8.23096500382809,11.5247861621688,17.380594815043,12.0163490099684,12.0767358080264,15.3128760217176,18.8577147819099,18.0965004222735,11.0406284260627,14.9017447146956,10.2731287046882,15.3456049381228,14.4134545759486,7.06278043970337,17.9828659071375,"septic shock"
"GSM3816561",11.4837358427214,7.11208312698563,9.76972652194108,16.7968851244499,10.5742524309601,7.26017449632275,8.98041548114506,18.0965004222735,16.2891704708442,9.6405778245452,9.17476492026324,7.08418097862177,10.6598841832049,9.36493431611445,8.50065252732898,15.3906632718117,"septic shock"
"GSM3816562",12.2395682178337,8.10132307653339,13.0810376883992,17.3098070408904,11.8281337889062,9.74690194912575,13.3611032394734,18.6076419152064,18.0138139426404,10.8758366196019,14.0233054119461,8.42030565992905,13.7475536457298,12.8456569127726,7.06522681546385,17.9525135083922,"septic shock"
"GSM3816563",12.2918910931547,7.34322580216078,9.72253596056702,17.2420655684169,11.6927662780267,8.76014804463914,14.5701865677829,18.4408690765849,17.9828659071375,11.5407257659994,14.0080940733768,9.55206965122931,14.8510776689587,13.5035252526321,7.81698865189503,17.6101450267585,"septic shock"
"GSM3816565",12.3708583493389,7.68368978536627,11.6317927090603,17.1777237468869,11.7331803512178,11.0121413879795,16.2966322192722,18.8577147819099,18.0138139426404,11.2333643186681,13.6779337193134,10.4365756753551,14.4034869098929,13.3513614054168,7.36429490225603,17.9216564109178,"septic shock"
"GSM3816566",12.5167281065815,7.75945782300199,10.3858321031582,17.226225525977,10.9150402251636,9.98947447547136,16.2430931792266,18.525294851778,17.8923552422026,10.9542227860913,12.0010388863932,10.6711429667541,14.2467711607943,13.457114368031,7.6140504548383,17.4836584821631,"septic shock"
"GSM3816567",12.2279849595066,7.04805291742234,9.78312121093152,17.1923699451205,11.8492665414593,8.42492995906715,14.476314109597,18.6895942273387,17.9525135083922,11.2044709273656,14.3497944673409,8.86432533140358,15.0512200090559,14.2557778089453,6.8854564104262,17.566535235278,"septic shock"
"GSM3816568",11.2519890917463,7.36388269922688,9.87938349197147,17.0573584229909,11.5168441730248,6.90346198909959,13.5271264447036,18.1495809068178,16.7499735995533,10.3256981864808,10.6504515259462,8.36165283066819,11.5607374669161,10.7469352769451,7.65924342549149,16.1661925008733,"septic shock"
"GSM3816569",12.4055114538144,8.20107550555695,12.0446284284442,17.0822909444459,11.1997478050867,11.0214782523766,15.4361833600517,17.9828659071375,17.7768068593388,10.1134372522557,13.850036192267,9.99351793567431,13.8519601530434,13.0314635708816,7.2328475272203,17.566535235278,"septic shock"
"GSM3816570",11.4424288140148,7.23957477047768,12.5189376673356,16.7200216389538,12.2682423134415,9.05927769921436,13.8173882530174,16.7110740888771,15.765108733889,10.4456372850811,12.781613060336,8.20581036946279,12.7017044462785,12.2478595489063,7.46637978338897,14.6036885959997,"septic shock"
"GSM3816571",12.1728185916963,7.24366365959693,11.3703728049992,17.4004934985458,11.2390109902271,8.22885975249075,13.3358528244761,18.1495809068178,17.2578426153684,11.1206257002898,12.1377224903298,8.48974040462047,12.0810538671832,11.0379357038416,7.77536898359759,16.7785117062054,"septic shock"
"GSM3816572",10.9696283214275,7.09996430451862,9.79872717553365,16.7200216389538,10.9906482424883,6.95384712385971,7.14719585990164,17.5049628044254,15.9959315880801,10.0479122348005,10.6462960155093,6.95958265827043,11.3660410258636,10.4121141890737,7.90311641186977,15.2512653393658,"septic shock"
"GSM3816573",11.9699044517089,7.19572053234381,9.9802809819243,16.9809772137902,10.1195156922616,6.92520020753996,13.0115109198551,18.1996040122705,16.6829925702236,9.49364764645573,11.1282459814794,7.65186601329154,12.0438178926398,11.1347943672752,7.70360668438882,15.7873984268348,"septic shock"
"GSM3816574",13.1830286715819,7.51582665849878,11.3728691034012,16.500894233449,11.763340418302,7.37543927834921,14.1225348499649,18.1996040122705,16.8778362846964,11.2461981612086,12.5971258656028,8.33301890136138,13.6483309906126,12.6496785655875,7.56644334663124,16.321060632769,"septic shock"
"GSM3816575",11.8466522976723,7.08957798443346,11.1225564085722,17.2917310562135,11.6988277794062,9.76689362979595,13.3127071793064,18.4408690765849,17.5049628044254,10.4121141890737,10.5658576185398,8.43872432124344,12.8830594435103,12.0057429852318,7.42144104206855,16.3537313523733,"septic shock"
"GSM3816576",12.3517810023798,7.15299942033115,11.3190801465254,17.34497999802,11.658495692539,7.00936110891718,13.9190878550332,17.7023871272936,16.2966322192722,10.1441966769375,10.8734860045273,8.3506105425034,10.9771936747082,9.85659202877296,7.88114473050685,15.7713270214653,"septic shock"
"GSM3816577",12.8332516127735,7.6392771051111,11.2517963433801,17.3098070408904,11.8673118730661,9.35590127207526,16.6117017663598,18.6895942273387,18.0138139426404,11.5610917021898,14.3612268291517,10.8748007947585,14.7117267809036,13.4720102169222,7.39139030352562,17.5251201622416,"septic shock"
"GSM3816579",12.590967986106,8.46907896381007,11.4468400551351,17.226225525977,11.5887080659656,12.0446284284442,14.9921372827232,18.7664180653686,18.3694270724536,11.4455758268551,15.1241952871212,10.4999998062152,15.1950742062403,14.3612268291517,7.12272647193223,18.2537099454308,"septic shock"
"GSM3816580",12.1933325700663,8.53009543138454,11.9826235682437,17.3273581615761,12.0399760244087,10.9681427837072,15.363647070597,18.8577147819099,18.1996040122705,11.7559989230509,14.6430149777514,10.2812419797438,14.2650725235647,13.1390365842413,6.94047929667565,18.0965004222735,"septic shock"
"GSM3816581",11.040671342222,7.27266974375866,10.2353172957939,16.6933344175084,11.6778220887703,7.53547127407887,11.4673137752224,18.3694270724536,16.649020891188,9.58794468616368,10.9308051440169,7.21129502408206,12.4834564518362,11.6262176003903,7.85363789495729,15.3292729901178,"septic shock"
"GSM3816582",12.3203688113376,8.16020150159846,11.5844533815688,17.7023871272936,11.8248580749399,11.5371124603167,16.8157196642226,18.6076419152064,18.3067041262992,11.3660410258636,15.1206784262359,10.0756262670326,14.6089061886762,14.1201390990111,6.92960286865193,17.9525135083922,"septic shock"
"GSM3816585",11.7079154798776,7.16291789742245,9.81930598584353,17.1923699451205,11.0905131494054,8.89909513940969,13.9094989763668,18.6076419152064,17.7023871272936,10.0238952971634,14.3024524154385,8.60258325085087,14.2305610881383,13.4307170027791,7.00389350818059,17.0197417002335,"septic shock"
"GSM3816586",12.3289430468704,7.64365549851447,11.4829127327985,17.1484346265255,10.9088701207245,8.11126219026915,15.2108338916027,18.2537099454308,17.8039808893842,10.4583131961757,11.9850274621279,9.77683662733116,12.5260597223576,11.8012534823769,7.65246926492723,17.2420655684169,"septic shock"
"GSM3816587",11.9413247005082,8.30155738197104,11.041196942141,17.5049628044254,11.5047285906942,11.7181346847748,16.0373712138229,18.6895942273387,18.1495809068178,11.1684895239709,14.2886323311625,11.212431215467,15.1027978761768,13.9956764214647,7.26425727253392,17.9216564109178,"septic shock"
"GSM3816589",11.7515391389699,7.09800725283129,10.605425162362,17.2917310562135,11.3670078055472,8.32360518872954,15.3211700887166,18.7664180653686,18.0965004222735,11.1929453185367,14.1706177791491,9.37307628732163,14.1043975389062,13.3062218772349,7.01009263141728,17.7768068593388,"septic shock"
"GSM3816590",12.2262935713312,7.19560559991089,11.3861278094724,17.4398291778528,12.0304690610391,7.49783776490018,14.6595457270853,18.4408690765849,17.5049628044254,11.1536296527198,13.9515843310602,9.26575389071458,14.6008880596167,13.4238826737562,7.26302797823224,17.1923699451205,"septic shock"
"GSM3816592",12.8397035407034,8.02495695465088,11.9418718797996,17.566535235278,11.9603420110311,8.79417333292281,14.7007013983581,18.6076419152064,18.0965004222735,11.7285013942631,15.5521428990471,9.56349599385441,14.3728782044014,13.7793146264788,7.16936999474531,17.7768068593388,"septic shock"
"GSM3816593",11.4154049329622,7.02911095759602,10.8714307447665,16.8561523722169,10.0691368641795,6.85792262648861,13.7586149324934,17.3098070408904,16.3378206430941,10.4405705459516,10.0907798994792,7.82453066199327,9.29632213307109,8.65489439415859,7.55887300019033,16.0453165636597,"septic shock"
"GSM3816594",12.3804712741725,8.82589001177051,11.7173546276567,16.9809772137902,12.3027300181587,11.4952280263696,16.250355284171,18.6895942273387,18.0138139426404,11.7786978125689,13.4377684647062,11.0160770297603,13.9034748841187,13.0954689741037,7.20760916591437,17.7272966446493,"septic shock"
"GSM3816596",12.4577727837761,8.4237665609597,11.7501217999771,17.2754822688358,12.2935475101594,12.0337609461708,16.5951392624671,18.8577147819099,18.1495809068178,11.2759496119916,13.7134603291673,10.9302832464987,15.1169156275071,14.0050896294031,7.4742572079738,18.1996040122705,"septic shock"
"GSM3816597",11.6831953327074,7.69846049595266,10.4927346686891,17.6548239603428,12.3035794831328,8.22143802069717,14.7032377339202,18.2537099454308,18.0500108735279,12.1156215058666,12.8558129361008,9.02049022562872,13.2553528117474,12.544033488701,7.64324862401585,17.7516192537561,"septic shock"
"GSM3816598",12.4262338838956,8.40119858470242,12.3810366140747,17.1484346265255,10.5866973105168,11.4948991060389,15.4607095733113,18.6076419152064,18.0965004222735,11.5371124603167,14.5168203206166,10.8822630163444,14.1382015217495,13.0503085935705,7.50612895690338,17.7023871272936,"septic shock"
"GSM3816599",11.9478204705001,7.10150965858307,11.1641173485531,17.2754822688358,11.6610982834282,9.25270091236128,16.1123798956271,18.6076419152064,18.0965004222735,10.8038335488893,13.5744321970534,10.4771756472412,13.2784833546504,12.3829049790962,7.2907008200749,18.0500108735279,"septic shock"
"GSM3816600",13.390186288837,8.27447539997832,11.1681811660076,16.9000142622437,11.881444326705,10.8623614851683,11.7104543248133,18.525294851778,17.5872982716757,10.8977768151906,14.6430149777514,7.49000481298984,13.1203065370156,12.2709461719503,7.19444186528994,17.1923699451205,"septic shock"
"GSM3816601",12.8956915694785,7.12167117270283,10.341904543701,17.3641230955474,10.1107621628432,7.80434902198393,13.9329168189479,18.3694270724536,17.380594815043,10.5332179846134,11.3509231573219,8.32726746688047,11.3651164738688,10.7091289675068,8.07729796520779,16.5274774454179,"septic shock"
"GSM3816602",12.2415797393674,7.60288245297436,11.2810014131973,17.4208131466152,11.664162154514,7.98105705853832,15.5471239050681,18.6895942273387,18.0500108735279,11.4135545688195,12.9177598635841,9.8088333931114,13.5172275051133,12.5000211623276,7.42130764096856,17.5251201622416,"septic shock"
"GSM3816603",12.4622990976522,8.61112782230814,12.7781296352147,16.9573478242884,12.2963265611048,11.048886064629,15.7873984268348,18.525294851778,18.3067041262992,11.3127777750036,14.8953145606826,9.70154542727123,14.0858251077096,13.0696469741049,7.68105857653597,18.0965004222735,"septic shock"
"GSM3816605",12.6009531758948,9.02288467702224,12.1377224903298,17.7516192537561,12.0788672800222,12.7129526000858,15.9813257920247,18.525294851778,18.3067041262992,11.7508913383646,15.2920781707033,11.0956123344119,15.2221209708002,14.7086130263713,7.23079247502204,18.0500108735279,"septic shock"
"GSM3816606",13.1641417241629,7.11682715666745,10.7996782603262,16.6117017663598,11.9530302855059,8.26105355542425,15.7594676678585,17.8653424567078,17.1066984733587,11.6095661302317,12.7467161879606,10.5790068828953,12.7062869432719,11.8112051727503,7.63180725194516,16.3060558610606,"septic shock"
"GSM3816610",12.0212974901125,7.44712937550879,10.9621284021542,17.0437191663,11.7361586383216,8.3889390444989,12.9431780393661,18.0500108735279,17.0062037309949,9.84252909792139,13.0356441687467,8.28437835696873,13.3324075736495,12.7062869432719,7.15022512839672,16.0810315861235,"septic shock"
"GSM3816611",11.4288397386269,7.21255188799385,10.4837762610967,17.0822909444459,10.8198798733148,7.43270352550498,11.0518425646338,17.5049628044254,16.6933344175084,9.70671713810973,10.877004202477,7.16167220655841,10.5776412802469,9.61122227241688,7.84018269018842,15.8832170178367,"septic shock"
"GSM3816613",12.1717114107781,7.38593063030899,10.7601495536463,17.0573584229909,11.5815165188045,7.07875095555527,12.6531652947781,17.8315400753786,17.0947013483972,10.7853990848023,12.7903389778057,8.04381550579667,12.8672973657454,12.1930007579829,7.21245770520874,16.6211913999869,"septic shock"
"GSM3816614",12.3234916380439,8.30716239351549,11.4958477906287,17.2420655684169,10.6791038269767,10.0246970554003,13.588938552271,18.4408690765849,17.7768068593388,9.81323567127911,12.7444462248145,7.76779158175666,13.6653155778374,13.4843293852574,7.35828533355162,17.2917310562135,"septic shock"
"GSM3816618",13.1110009424569,8.15526119871304,12.3031598779887,17.566535235278,10.8676095727712,9.08955870910007,15.2265475542814,18.6076419152064,17.8039808893842,10.3656706344422,14.3632002344362,9.47459019273184,13.1742232399939,12.2664871470745,7.34773473389574,17.0947013483972,"septic shock"
"GSM3816619",12.9975794481676,7.70678619899475,12.3751009393517,17.2754822688358,12.3617568619547,9.10599528946124,13.4255650345525,18.525294851778,17.6548239603428,10.5235866501658,14.761311762918,7.25341065298928,13.3259787310784,12.9177598635841,7.06868168487295,15.9959315880801,"septic shock"
"GSM3816620",11.4426976677219,7.07182421950517,10.2774182715808,17.0322937175282,10.7843805987733,7.15795193220606,13.3852356023219,18.3067041262992,17.1066984733587,9.85068733709418,12.754430340792,8.0351330863878,12.9612570388738,12.0002072634043,7.14406094642476,16.0239629479299,"septic shock"
"GSM3816621",13.0798269857988,7.24278229738274,10.6196856307916,17.5049628044254,13.1163832367186,8.90492109780258,13.7811459906176,18.3067041262992,17.6548239603428,10.6484305525567,14.9386876904537,8.41055582864738,13.2784833546504,12.2099732213803,7.32222689951816,16.8361988313976,"septic shock"
"GSM3816622",12.3957379712179,7.11445585620652,10.4530606927189,17.0197417002335,10.3690461506394,9.73364213668729,15.7594676678585,18.6076419152064,18.2537099454308,10.8579587659552,15.4033584983766,10.2629963862077,14.3452759262641,13.4910906613639,7.13463236511508,18.0138139426404,"septic shock"
"GSM3816624",12.5266684102933,7.19848729375068,10.9313666319472,16.921841101305,10.2725491813554,8.61346996570029,15.1876364545755,18.6076419152064,17.9828659071375,10.312245065588,15.7428279398056,9.69337888111863,13.4720102169222,12.806821271021,7.55126807085281,17.2080515762948,"septic shock"
"GSM3816625",12.9910413840392,8.1012671810331,11.3317742748187,17.5872982716757,11.8264756882593,11.4966213877699,16.0737403634359,18.3694270724536,18.0500108735279,11.0526653258433,14.7703143728499,10.7953564812421,13.3852356023219,12.3390397176142,7.68756423927078,17.7516192537561,"septic shock"
"GSM3816629",12.9941836153434,9.11653759024551,12.2839214194188,17.6338537008176,11.6763741027923,11.8988913861407,16.5778063681461,18.6895942273387,18.3067041262992,12.0991458242178,13.1332356327121,11.7933475302535,13.6384401699387,12.452840435693,7.46839256264581,18.0965004222735,"septic shock"
"GSM3816630",12.0895037225425,7.04526620462894,10.4557794313229,16.9573478242884,11.7191374935093,8.52039240277852,14.4034869098929,18.2537099454308,17.1484346265255,11.0885910992525,14.029827338716,8.31028996690727,14.4583467483308,13.5137655540297,7.36944645547241,16.5520245877076,"septic shock"
"GSM3816631",12.2173116660161,7.48979016953743,10.2036179190903,16.7029601471342,11.1336156910648,6.94607212985585,13.6150807039448,18.3067041262992,17.566535235278,10.7306130699232,10.3139946923867,8.29212964422331,12.2504882938896,11.6883153475312,7.99250428839002,17.1923699451205,"septic shock"
"GSM3816632",11.931629221506,7.19603666978796,10.2989374656819,17.1066984733587,9.90786270725734,7.96699635760685,13.9684911606191,18.1996040122705,17.1207911304478,10.8072713218853,12.316521222819,8.21660508956237,12.8370303207101,12.3527570215846,7.16423295161932,16.7110740888771,"septic shock"
"GSM3816633",12.6014858669418,7.87309791694558,11.345812452794,17.5462049186778,11.5108341650394,10.8243819375876,15.1277003523003,18.3694270724536,17.8923552422026,11.0810219842908,11.2444790348909,8.99067189777597,12.8558129361008,12.6106171149613,7.685806560924,17.4623712985729,"septic shock"
"GSM3816634",11.5017243269154,7.71448275938724,11.4979271086345,17.5462049186778,11.3836570333434,8.85320045287912,15.3418046351066,18.6076419152064,18.0965004222735,11.1994435063362,14.8043295073442,10.2952967213428,14.5397840982645,13.716954635395,7.0899396345864,18.0500108735279,"septic shock"
"GSM3816635",12.5287217525613,7.97469171596693,11.1379103151924,17.34497999802,11.0832371177474,9.74972815521118,16.1661925008733,18.6076419152064,18.0965004222735,11.9029554009034,14.4134545759486,11.1186801192637,13.5798699479867,12.6620107616753,6.9833353221809,17.9216564109178,"septic shock"
"GSM3816636",11.5740875277845,7.21082878125161,9.73224396080039,16.8883347152125,11.3836570333434,7.69030098953679,13.3852356023219,18.1495809068178,16.9941353784222,10.5647461128107,11.9200911767184,8.42459205077266,12.0568225134528,11.055333822872,8.06969742372542,15.9813257920247,"septic shock"
"GSM3816637",12.9915029002676,8.66003248474306,12.2911480858157,16.9573478242884,12.965339153851,10.9906482424883,13.6273765928654,18.6895942273387,18.0965004222735,11.0004438956343,13.9135220722466,9.02544278660561,13.7208636837927,12.8811736872479,7.26756313803406,17.7272966446493,"septic shock"
"GSM3816638",12.4461149697624,7.52475170763577,12.838295410493,16.5778063681461,11.4249807208956,10.1953816644914,14.6036885959997,18.6076419152064,17.0947013483972,11.2574088620896,14.1929988391459,9.35309793099051,12.4341607884479,11.8281337889062,6.99225230910401,16.5691524716887,"septic shock"
"GSM3816639",12.5034482737442,7.41834762624529,11.4705694013262,17.0573584229909,11.4805634390146,9.44049097369406,13.4683344422625,18.6076419152064,17.1923699451205,10.2372568376488,11.7775631193819,8.55175785673999,13.2629110015486,12.5695030421101,7.49199631068744,16.7110740888771,"septic shock"
"GSM3816640",10.5084367518562,6.99654846387882,9.99995673502707,16.5778063681461,11.6458948741401,7.23226484637428,10.7883903945555,17.566535235278,16.2966322192722,9.56434566185533,10.1514485948149,7.18550857950403,11.8362098035538,10.9943870595117,7.14751793644475,15.5022742949282,"septic shock"
"GSM3816642",12.0554692192398,7.60036240015257,11.4678936444541,17.4623712985729,11.7181346847748,10.2230677179974,15.9014335732453,18.0138139426404,17.5462049186778,10.1344868886104,14.499912767325,9.47492167743515,15.0875326565232,14.476314109597,7.02089954027998,17.1347059366668,"septic shock"
"GSM3816649",12.3698620393837,8.2592236088782,11.3008598471421,17.5049628044254,11.6265254386664,11.7397170580912,15.7713270214653,18.525294851778,18.3694270724536,10.8508345370465,14.9893455810664,8.61311055422195,14.7883344845512,13.9601956938447,6.87970314977277,18.2537099454308,"septic shock"
"GSM3816650",11.9388213036603,7.25446984032226,11.0832371177474,16.4933196036374,13.4411396560184,8.28794362616893,13.8707287203808,18.0965004222735,16.8257860574528,11.3102801767966,14.4456655614603,9.13045726706137,12.978728364713,12.0333954127865,7.23496878331771,16.3537313523733,"septic shock"
"GSM3816651",12.7074584083534,8.01855065486811,10.9475933335312,17.5462049186778,11.4468400551351,10.5799155116847,16.2738285870637,18.6076419152064,18.3694270724536,10.877004202477,14.7295105112108,10.7704514937033,14.9282038361479,14.3001823543501,7.370190920096,18.3067041262992,"septic shock"
"GSM3816653",11.6455944111628,7.5051939327514,11.0672219955027,17.34497999802,11.8223980793227,7.61914396196967,15.0587158629428,18.2537099454308,17.6338537008176,10.9499514446324,11.6534771601166,9.64118925349175,13.1110490425006,11.9305511894078,7.30335624610947,16.9573478242884,"septic shock"
"GSM3816654",11.8907185006472,7.32404554522134,10.9727752528682,16.7874271772583,12.1191542624815,7.50273323417391,14.0513651125976,18.0500108735279,16.7686989460133,11.0199697104147,13.7188910666124,8.39390301433018,11.8556126642061,11.2855665422687,7.28340530776782,16.1043934872049,"septic shock"
"GSM3816655",12.7837857546966,9.04003948564403,11.4678936444541,17.4398291778528,10.7248534270353,12.5517476687744,14.8322580572785,18.525294851778,17.7768068593388,10.5866973105168,14.1176899870323,9.54477632377261,13.8613785949069,13.466762639471,7.21508701001143,17.4623712985729,"septic shock"
"GSM3816656",11.5123946121587,7.52859408495999,9.46554767080295,15.9467298347599,10.6179471369548,7.654885476013,9.10901873139772,17.2420655684169,16.0892217488368,9.90388907821805,11.6545805772452,7.06533191230363,12.1096250645437,11.6786036118154,7.19979420057426,15.6958200120989,"septic shock"
"GSM3816657",11.544439492566,7.72315639667666,11.4099862875776,17.1639713229962,10.7374449350768,8.73144224290558,13.6039309539077,18.6895942273387,17.7272966446493,10.4992303200332,12.978728364713,8.58932133124666,13.4442654987411,12.6205822898487,7.05125536317487,17.5462049186778,"septic shock"
"GSM3816658",10.6801181251629,6.93328121954938,8.29656571144113,15.9613542770148,9.95952937718878,6.83848325735448,7.51269438498416,15.8699386612494,14.7007013983581,9.42154257654775,10.355785677699,6.90502299343646,8.53475204065299,8.07104318358718,8.78195980936345,14.2396899674529,"control patient"
"GSM3816659",10.4361740889376,6.93091132994961,8.04598344055505,15.4413600974197,9.36776169572062,6.79273649315932,7.48113938811775,15.7993931087394,13.3389588149015,8.60823324191772,9.27001891911315,6.79846202307839,7.45138823832651,7.5111680437291,8.57064730103641,11.8070449000162,"control patient"
"GSM3816660",10.7771977809006,6.8870794645731,7.89953913902568,15.6281229684772,8.38806999020233,6.86935569141826,7.49657585938377,15.9889399131607,13.4878338675832,8.78485313811945,9.48683369718547,6.79135718494673,8.24335309030288,7.80882239929808,8.95013699146449,12.9355574699991,"control patient"
"GSM3816661",10.58959942815,6.9418602961803,8.26538138230564,16.0453165636597,8.45588410882548,6.91104093850198,8.17457773865655,16.2430931792266,13.6614756369358,8.83657438457607,9.30102743962758,6.86147362307324,8.58038994166753,8.13418915030812,8.75501769600209,13.3389588149015,"control patient"
"GSM3816662",10.5121142351695,6.94853880246645,8.49238379080576,15.5313948189123,10.133227351099,6.85804396313628,7.48085870134256,16.0311984907244,14.0470462064706,9.30251734399414,9.06685258308497,6.82898899435749,8.55290010980242,7.8329112690482,9.16504779976678,13.275381189776,"control patient"
"GSM3816663",9.7588029955449,6.98827651951343,8.19782877333187,14.6980997092918,9.09325929437605,6.90875481513182,7.05823256216168,14.5397840982645,12.1831510217276,7.95886159288146,8.16802979647536,6.85742262133958,8.24808583087461,7.95886159288146,9.25484654206685,11.4523186077296,"control patient"
"GSM3816664",10.7132981221813,6.97187234210518,8.36225429660104,14.9724020492427,9.50701083950147,6.82469253845724,7.58494577654343,14.8223422456719,13.3468261925637,8.26723609083273,8.42932187220615,6.86533440075322,7.97884061508184,7.80124580361735,9.31668891897999,12.6397087591925,"control patient"
"GSM3816665",11.0806658293414,6.9398929957421,8.34434613078042,15.8445548835208,9.99751126240458,6.9284930407149,7.75584767395847,15.9323148503257,14.2489087865481,8.71671133946655,9.55680220108116,6.89874577285429,8.40305772099052,8.18108461267437,8.70523723594342,13.7832070981349,"control patient"
"GSM3816666",11.4343488906215,6.91833229096926,8.53439551198173,16.1969683589218,8.69468959136751,6.82880328281964,7.01791562292562,14.590225403291,13.6687485526314,8.55184693367177,9.44888221987353,6.80576504544369,8.00130252361208,7.94518384211271,9.56761763556532,13.1895887980614,"control patient"
"GSM3816667",11.1369506850395,6.92707057647031,8.19359932996115,15.9014335732453,9.88936520960857,6.92707057647031,8.09562053671221,16.0171941518922,13.5461559041719,8.75273569092591,9.14495679962441,6.82397997126739,8.11373401972667,7.80363563455448,8.69378562324036,13.1979487196591,"control patient"
"GSM3816668",10.9443891362286,6.93063171283912,7.60722820940278,15.6495550689745,9.2100443151194,6.85485914424384,7.11385466531629,12.2617590234381,12.8850778019325,8.41241603523838,9.30566609391847,6.86654058559648,7.91430900744277,7.70247611281606,9.19324830830037,12.5981205103066,"control patient"
"GSM3816669",10.7426576572327,6.94974075186365,8.74513975394115,16.0023522560897,9.71802497031423,6.80074522912394,7.16677873768806,15.9613542770148,13.0558935505164,9.19164779310383,9.82927880851217,6.83321601115441,8.79906453650326,8.50432586124345,8.88145962193619,12.6286318988588,"control patient"
"GSM3816670",10.5972599924014,6.90608726889771,8.38821471362089,15.9745697296639,8.58397887627861,6.81789390407832,7.40845314551452,15.8121647555907,14.2768181371531,8.88784064674715,9.04963509720782,6.78332318611918,8.2346106170076,7.98022662203136,9.15687279142088,13.7534502242342,"control patient"
"GSM3816671",11.2744938200299,6.96811580013768,9.29406780704363,16.4607437183853,9.76660181656101,6.88066539782436,7.58037629724806,16.4036464283815,14.8163285596988,9.40143333837332,9.91521072269159,6.93343713183417,10.188126729153,9.47574463829972,8.86959841955179,14.3778575776047,"control patient"
"GSM3816672",10.7126648069466,6.94699807395674,8.21520109757373,15.023276907738,9.46047954029586,6.86335138735054,7.32970924791363,15.019615071723,12.8571193457844,8.44960676143023,8.4291221777341,6.84211355123381,8.26851622256486,8.01132492248536,9.20513113365167,12.2153445774882,"control patient"
